"up.or.downregulated","subnetwork","GO.ID","Term","Annotated","Significant","Expected","classicFisher","sig_ids"
"downregulated","intensity.fluo","GO:0050789","regulation of biological process",4991,36,22.89,0.00198,"AT1G15570;AT1G21240;AT1G73360;AT1G75240;AT1G76540;AT1G80370;AT2G13810;AT2G25880;AT2G26760;AT2G29890;AT2G33560;AT3G01140;AT3G14190;AT3G25010;AT3G27920;AT3G52550;AT3G52910;AT4G03450;AT4G11070;AT4G11080;AT4G11140;AT4G11890;AT4G33050;AT4G33270;AT5G01540;AT5G07180;AT5G20635;AT5G24330;AT5G25440;AT5G26920;AT5G28640;AT5G37260;AT5G39670;AT5G41315;AT5G49330;AT5G53210"
"downregulated","intensity.fluo","GO:0007049","cell cycle",617,9,2.83,0.00212,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G14190;AT3G23670;AT5G24330"
"downregulated","intensity.fluo","GO:2000038","regulation of stomatal complex developme...",16,2,0.07,0.0024,"AT1G15570;AT5G53210"
"downregulated","intensity.fluo","GO:0000079","regulation of cyclin-dependent protein s...",58,3,0.27,0.0024,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:1904029","regulation of cyclin-dependent protein k...",58,3,0.27,0.0024,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0006468","protein phosphorylation",1031,12,4.73,0.00266,"AT1G15570;AT1G21240;AT1G76540;AT1G80370;AT2G26760;AT4G04500;AT4G11890;AT4G36180;AT5G01540;AT5G07180;AT5G25440;AT5G43020"
"downregulated","intensity.fluo","GO:0051177","meiotic sister chromatid cohesion",17,2,0.08,0.00271,"AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0071900","regulation of protein serine/threonine k...",64,3,0.29,0.00318,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0065007","biological regulation",5331,37,24.45,0.00337,"AT1G15570;AT1G21240;AT1G73360;AT1G75240;AT1G76540;AT1G80370;AT2G13810;AT2G25880;AT2G26760;AT2G29890;AT2G33560;AT3G01140;AT3G14190;AT3G25010;AT3G27920;AT3G52550;AT3G52910;AT4G03450;AT4G11070;AT4G11080;AT4G11140;AT4G11890;AT4G23570;AT4G33050;AT4G33270;AT5G01540;AT5G07180;AT5G20635;AT5G24330;AT5G25440;AT5G26920;AT5G28640;AT5G37260;AT5G39670;AT5G41315;AT5G49330;AT5G53210"
"downregulated","intensity.fluo","GO:0048827","phyllome development",548,8,2.51,0.00372,"AT2G13810;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT5G07180;AT5G24330;AT5G28640"
"downregulated","intensity.fluo","GO:0031347","regulation of defense response",234,5,1.07,0.00449,"AT4G03450;AT4G11890;AT5G01540;AT5G26920;AT5G39670"
"downregulated","intensity.fluo","GO:0030154","cell differentiation",694,9,3.18,0.00461,"AT1G15570;AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT4G33050;AT5G23940;AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0009813","flavonoid biosynthetic process",74,3,0.34,0.00479,"AT5G08640;AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0080134","regulation of response to stress",342,6,1.57,0.00494,"AT4G03450;AT4G11890;AT5G01540;AT5G26920;AT5G39670;AT5G53210"
"downregulated","intensity.fluo","GO:0016310","phosphorylation",1119,12,5.13,0.00512,"AT1G15570;AT1G21240;AT1G76540;AT1G80370;AT2G26760;AT4G04500;AT4G11890;AT4G36180;AT5G01540;AT5G07180;AT5G25440;AT5G43020"
"downregulated","intensity.fluo","GO:0002757","immune response-activating signaling pat...",26,2,0.12,0.0063,"AT5G01540;AT5G25440"
"downregulated","intensity.fluo","GO:0030705","cytoskeleton-dependent intracellular tra...",26,2,0.12,0.0063,"AT4G26660;AT4G27370"
"downregulated","intensity.fluo","GO:0009627","systemic acquired resistance",82,3,0.38,0.00638,"AT2G13810;AT5G26920;AT5G55460"
"downregulated","intensity.fluo","GO:0048869","cellular developmental process",732,9,3.36,0.00647,"AT1G15570;AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT4G33050;AT5G23940;AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0002764","immune response-regulating signaling pat...",27,2,0.12,0.00678,"AT5G01540;AT5G25440"
"downregulated","intensity.fluo","GO:0009962","regulation of flavonoid biosynthetic pro...",27,2,0.12,0.00678,"AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0009812","flavonoid metabolic process",90,3,0.41,0.00824,"AT5G08640;AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0009719","response to endogenous stimulus",1349,13,6.19,0.00861,"AT1G75240;AT1G76540;AT3G25010;AT3G27920;AT3G50480;AT4G08950;AT4G11890;AT4G23570;AT5G01540;AT5G07180;AT5G08640;AT5G20635;AT5G41315"
"downregulated","intensity.fluo","GO:0009725","response to hormone",1349,13,6.19,0.00861,"AT1G75240;AT1G76540;AT3G25010;AT3G27920;AT3G50480;AT4G08950;AT4G11890;AT4G23570;AT5G01540;AT5G07180;AT5G08640;AT5G20635;AT5G41315"
"downregulated","intensity.fluo","GO:0048366","leaf development",386,6,1.77,0.00874,"AT2G13810;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT5G28640"
"downregulated","intensity.fluo","GO:0007275","multicellular organism development",2668,21,12.24,0.00882,"AT1G15570;AT1G34355;AT1G80370;AT2G13810;AT3G01140;AT3G23670;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G53210"
"downregulated","intensity.fluo","GO:0009900","dehiscence",32,2,0.15,0.00944,"AT5G24330;AT5G67110"
"downregulated","intensity.fluo","GO:0048518","positive regulation of biological proces...",1217,12,5.58,0.00973,"AT1G15570;AT1G75240;AT3G14190;AT4G11890;AT4G33270;AT5G01540;AT5G24330;AT5G25440;AT5G28640;AT5G41315;AT5G49330;AT5G53210"
"downregulated","intensity.fluo","GO:0001708","cell fate specification",34,2,0.16,0.01062,"AT3G27920;AT5G41315"
"downregulated","intensity.fluo","GO:0042335","cuticle development",34,2,0.16,0.01062,"AT3G01140;AT5G33370"
"downregulated","intensity.fluo","GO:0032870","cellular response to hormone stimulus",662,8,3.04,0.01115,"AT1G76540;AT3G25010;AT3G27920;AT4G11890;AT4G23570;AT5G01540;AT5G07180;AT5G41315"
"downregulated","intensity.fluo","GO:0071495","cellular response to endogenous stimulus",662,8,3.04,0.01115,"AT1G76540;AT3G25010;AT3G27920;AT4G11890;AT4G23570;AT5G01540;AT5G07180;AT5G41315"
"downregulated","intensity.fluo","GO:0007154","cell communication",1552,14,7.12,0.01117,"AT1G21240;AT1G76540;AT2G13810;AT2G33560;AT3G25010;AT3G27920;AT4G03450;AT4G11890;AT4G15570;AT5G01540;AT5G07180;AT5G20635;AT5G25440;AT5G41315"
"downregulated","intensity.fluo","GO:0010583","response to cyclopentenone",35,2,0.16,0.01123,"AT1G08560;AT1G76540"
"downregulated","intensity.fluo","GO:0098542","defense response to other organism",809,9,3.71,0.012,"AT2G13810;AT2G37130;AT3G50480;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0140546","defense response to symbiont",311,5,1.43,0.01431,"AT2G13810;AT5G01540;AT5G26920;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0002253","activation of immune response",40,2,0.18,0.0145,"AT5G01540;AT5G25440"
"downregulated","intensity.fluo","GO:0000902","cell morphogenesis",440,6,2.02,0.01585,"AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT5G23940;AT5G41315"
"downregulated","intensity.fluo","GO:0007062","sister chromatid cohesion",42,2,0.19,0.01591,"AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0070887","cellular response to chemical stimulus",1167,11,5.35,0.0179,"AT1G76540;AT2G13810;AT3G25010;AT3G27920;AT4G03450;AT4G11890;AT4G23570;AT5G01540;AT5G07180;AT5G26920;AT5G41315"
"downregulated","intensity.fluo","GO:0007165","signal transduction",1486,13,6.81,0.01814,"AT1G21240;AT1G76540;AT2G13810;AT2G33560;AT3G25010;AT3G27920;AT4G03450;AT4G11890;AT5G01540;AT5G07180;AT5G20635;AT5G25440;AT5G41315"
"downregulated","intensity.fluo","GO:0048367","shoot system development",885,9,4.06,0.02036,"AT2G13810;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT5G07180;AT5G24330;AT5G28640;AT5G37260"
"downregulated","intensity.fluo","GO:0002684","positive regulation of immune system pro...",48,2,0.22,0.02048,"AT5G01540;AT5G25440"
"downregulated","intensity.fluo","GO:0033044","regulation of chromosome organization",48,2,0.22,0.02048,"AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0050778","positive regulation of immune response",48,2,0.22,0.02048,"AT5G01540;AT5G25440"
"downregulated","intensity.fluo","GO:0033993","response to lipid",891,9,4.09,0.02116,"AT1G75240;AT3G25010;AT3G27920;AT3G50480;AT4G08950;AT4G11890;AT5G01540;AT5G20635;AT5G41315"
"downregulated","intensity.fluo","GO:0032501","multicellular organismal process",2899,21,13.3,0.02122,"AT1G15570;AT1G34355;AT1G80370;AT2G13810;AT3G01140;AT3G23670;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G53210"
"downregulated","intensity.fluo","GO:0045859","regulation of protein kinase activity",129,3,0.59,0.02158,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:1901701","cellular response to oxygen-containing c...",608,7,2.79,0.02184,"AT2G13810;AT3G25010;AT3G27920;AT4G03450;AT4G11890;AT5G01540;AT5G41315"
"downregulated","intensity.fluo","GO:0023052","signaling",1524,13,6.99,0.02185,"AT1G21240;AT1G76540;AT2G13810;AT2G33560;AT3G25010;AT3G27920;AT4G03450;AT4G11890;AT5G01540;AT5G07180;AT5G20635;AT5G25440;AT5G41315"
"downregulated","intensity.fluo","GO:0043549","regulation of kinase activity",130,3,0.6,0.02201,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0010639","negative regulation of organelle organiz...",52,2,0.24,0.02379,"AT2G29890;AT2G33560"
"downregulated","intensity.fluo","GO:0043207","response to external biotic stimulus",1064,10,4.88,0.02405,"AT2G13810;AT2G37130;AT3G50480;AT4G11890;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0051707","response to other organism",1064,10,4.88,0.02405,"AT2G13810;AT2G37130;AT3G50480;AT4G11890;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0009607","response to biotic stimulus",1066,10,4.89,0.02432,"AT2G13810;AT2G37130;AT3G50480;AT4G11890;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0051338","regulation of transferase activity",137,3,0.63,0.02521,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0044419","biological process involved in interspec...",1076,10,4.93,0.02573,"AT2G13810;AT2G37130;AT3G50480;AT4G11890;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0048825","cotyledon development",55,2,0.25,0.02641,"AT4G11140;AT5G28640"
"downregulated","intensity.fluo","GO:0051129","negative regulation of cellular componen...",56,2,0.26,0.02731,"AT2G29890;AT2G33560"
"downregulated","intensity.fluo","GO:0009605","response to external stimulus",1248,11,5.72,0.0277,"AT2G13810;AT2G37130;AT3G50480;AT4G11890;AT4G15570;AT4G23570;AT5G01540;AT5G26920;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0050896","response to stimulus",5696,35,26.12,0.03038,"AT1G08560;AT1G21240;AT1G66100;AT1G75240;AT1G76540;AT2G02100;AT2G13810;AT2G33560;AT2G37130;AT2G44450;AT3G08770;AT3G25010;AT3G27920;AT3G50480;AT4G03450;AT4G08950;AT4G11890;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G08640;AT5G08760;AT5G20635;AT5G25440;AT5G26920;AT5G36910;AT5G39670;AT5G41315;AT5G49330;AT5G53210;AT5G54610;AT5G55460;AT5G58610"
"downregulated","intensity.fluo","GO:0001932","regulation of protein phosphorylation",148,3,0.68,0.03072,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0009863","salicylic acid mediated signaling pathwa...",60,2,0.28,0.03102,"AT2G13810;AT4G03450"
"downregulated","intensity.fluo","GO:0009553","embryo sac development",150,3,0.69,0.03179,"AT4G15570;AT4G33050;AT5G07180"
"downregulated","intensity.fluo","GO:0051301","cell division",260,4,1.19,0.03182,"AT1G80370;AT2G25880;AT3G23670;AT5G28640"
"downregulated","intensity.fluo","GO:0042325","regulation of phosphorylation",152,3,0.7,0.03287,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0007018","microtubule-based movement",62,2,0.28,0.03295,"AT3G23670;AT4G26660"
"downregulated","intensity.fluo","GO:0002831","regulation of response to biotic stimulu...",155,3,0.71,0.03453,"AT5G01540;AT5G26920;AT5G39670"
"downregulated","intensity.fluo","GO:0032101","regulation of response to external stimu...",155,3,0.71,0.03453,"AT5G01540;AT5G26920;AT5G39670"
"downregulated","intensity.fluo","GO:0048583","regulation of response to stimulus",673,7,3.09,0.03519,"AT4G03450;AT4G11890;AT5G01540;AT5G25440;AT5G26920;AT5G39670;AT5G53210"
"downregulated","intensity.fluo","GO:0031399","regulation of protein modification proce...",157,3,0.72,0.03566,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0071446","cellular response to salicylic acid stim...",65,2,0.3,0.03592,"AT2G13810;AT4G03450"
"downregulated","intensity.fluo","GO:0009653","anatomical structure morphogenesis",987,9,4.53,0.03734,"AT1G15570;AT1G56580;AT1G73360;AT1G76540;AT3G01140;AT3G27920;AT5G07180;AT5G23940;AT5G41315"
"downregulated","intensity.fluo","GO:0045165","cell fate commitment",67,2,0.31,0.03796,"AT3G27920;AT5G41315"
"downregulated","intensity.fluo","GO:0019220","regulation of phosphate metabolic proces...",164,3,0.75,0.03977,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0033043","regulation of organelle organization",165,3,0.76,0.04038,"AT2G29890;AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0051174","regulation of phosphorus metabolic proce...",165,3,0.76,0.04038,"AT1G15570;AT1G80370;AT2G26760"
"downregulated","intensity.fluo","GO:0007010","cytoskeleton organization",285,4,1.31,0.04228,"AT2G25880;AT2G29890;AT3G23670;AT4G27370"
"downregulated","intensity.fluo","GO:0009610","response to symbiotic fungus",10,1,0.05,0.04494,"AT3G50480"
"downregulated","intensity.fluo","GO:0010444","guard mother cell differentiation",10,1,0.05,0.04494,"AT1G15570"
"downregulated","intensity.fluo","GO:1901880","negative regulation of protein depolymer...",10,1,0.05,0.04494,"AT2G29890"
"downregulated","intensity.fluo","GO:0003002","regionalization",178,3,0.82,0.04867,"AT3G01140;AT3G27920;AT5G28640"
"downregulated","intensity.fluo","GO:0007094","mitotic spindle assembly checkpoint sign...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0031577","spindle checkpoint signaling",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0033046","negative regulation of sister chromatid ...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0033047","regulation of mitotic sister chromatid s...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0033048","negative regulation of mitotic sister ch...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0043242","negative regulation of protein-containin...",11,1,0.05,0.04932,"AT2G29890"
"downregulated","intensity.fluo","GO:0045841","negative regulation of mitotic metaphase...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0051985","negative regulation of chromosome segreg...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0071173","spindle assembly checkpoint signaling",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0071174","mitotic spindle checkpoint signaling",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:0080142","regulation of salicylic acid biosyntheti...",11,1,0.05,0.04932,"AT5G26920"
"downregulated","intensity.fluo","GO:1902100","negative regulation of metaphase/anaphas...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:1905819","negative regulation of chromosome separa...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.fluo","GO:2000816","negative regulation of mitotic sister ch...",11,1,0.05,0.04932,"AT2G33560"
"downregulated","intensity.nir","GO:0042343","indole glucosinolate metabolic process",18,1,0.01,0.0075,"AT1G21100"
"downregulated","intensity.nir","GO:0030490","maturation of SSU-rRNA",43,1,0.02,0.0178,"AT3G21540"
"downregulated","intensity.nir","GO:0009124","nucleoside monophosphate biosynthetic pr...",46,1,0.02,0.019,"AT1G72040"
"downregulated","intensity.nir","GO:0009123","nucleoside monophosphate metabolic proce...",47,1,0.02,0.0194,"AT1G72040"
"downregulated","intensity.nir","GO:0045489","pectin biosynthetic process",55,1,0.02,0.0227,"AT2G33570"
"downregulated","intensity.nir","GO:0048825","cotyledon development",55,1,0.02,0.0227,"AT5G53290"
"downregulated","intensity.nir","GO:0042430","indole-containing compound metabolic pro...",77,1,0.03,0.0317,"AT1G21100"
"downregulated","intensity.nir","GO:0042274","ribosomal small subunit biogenesis",79,1,0.03,0.0325,"AT3G21540"
"downregulated","intensity.vis","GO:0050896","response to stimulus",5696,28,13.19,8.8e-06,"AT1G15010;AT1G33960;AT1G66100;AT1G66760;AT1G68740;AT2G04450;AT2G18660;AT2G39350;AT2G43520;AT2G44450;AT3G16460;AT3G17690;AT3G28910;AT3G60130;AT3G63190;AT4G04840;AT4G09010;AT4G24580;AT4G37610;AT5G24850;AT5G36910;AT5G38480;AT5G39670;AT5G50915;AT5G54190;AT5G55450;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0006950","response to stress",3208,20,7.43,1.3e-05,"AT1G15010;AT1G66100;AT1G66760;AT1G68740;AT2G18660;AT2G43520;AT2G44450;AT3G16460;AT3G28910;AT3G60130;AT3G63190;AT4G04840;AT4G09010;AT4G37610;AT5G24850;AT5G36910;AT5G38480;AT5G39670;AT5G55450;AT5G57560"
"downregulated","intensity.vis","GO:0009605","response to external stimulus",1248,12,2.89,2.1e-05,"AT1G15010;AT1G33960;AT2G04450;AT2G18660;AT2G39350;AT3G17690;AT3G28910;AT3G63190;AT5G39670;AT5G55450;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0043207","response to external biotic stimulus",1064,11,2.46,2.5e-05,"AT1G15010;AT1G33960;AT2G04450;AT2G18660;AT2G39350;AT3G17690;AT3G28910;AT3G63190;AT5G39670;AT5G55450;AT5G60950"
"downregulated","intensity.vis","GO:0051707","response to other organism",1064,11,2.46,2.5e-05,"AT1G15010;AT1G33960;AT2G04450;AT2G18660;AT2G39350;AT3G17690;AT3G28910;AT3G63190;AT5G39670;AT5G55450;AT5G60950"
"downregulated","intensity.vis","GO:0009607","response to biotic stimulus",1066,11,2.47,2.6e-05,"AT1G15010;AT1G33960;AT2G04450;AT2G18660;AT2G39350;AT3G17690;AT3G28910;AT3G63190;AT5G39670;AT5G55450;AT5G60950"
"downregulated","intensity.vis","GO:0044419","biological process involved in interspec...",1076,11,2.49,2.8e-05,"AT1G15010;AT1G33960;AT2G04450;AT2G18660;AT2G39350;AT3G17690;AT3G28910;AT3G63190;AT5G39670;AT5G55450;AT5G60950"
"downregulated","intensity.vis","GO:0006952","defense response",1020,9,2.36,0.00049,"AT1G15010;AT1G66100;AT2G18660;AT2G43520;AT3G28910;AT3G63190;AT5G36910;AT5G39670;AT5G55450"
"downregulated","intensity.vis","GO:0016145","S-glycoside catabolic process",35,2,0.08,0.00298,"AT2G44450;AT3G60130"
"downregulated","intensity.vis","GO:0019762","glucosinolate catabolic process",35,2,0.08,0.00298,"AT2G44450;AT3G60130"
"downregulated","intensity.vis","GO:0010383","cell wall polysaccharide metabolic proce...",146,3,0.34,0.00471,"AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0009664","plant-type cell wall organization",148,3,0.34,0.00489,"AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0044273","sulfur compound catabolic process",50,2,0.12,0.006,"AT2G44450;AT3G60130"
"downregulated","intensity.vis","GO:1901658","glycosyl compound catabolic process",52,2,0.12,0.00648,"AT2G44450;AT3G60130"
"downregulated","intensity.vis","GO:0045229","external encapsulating structure organiz...",322,4,0.75,0.00653,"AT2G39350;AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0044036","cell wall macromolecule metabolic proces...",173,3,0.4,0.00752,"AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0098542","defense response to other organism",809,6,1.87,0.01062,"AT1G15010;AT2G18660;AT3G28910;AT3G63190;AT5G39670;AT5G55450"
"downregulated","intensity.vis","GO:0016036","cellular response to phosphate starvatio...",75,2,0.17,0.0131,"AT1G68740;AT5G38480"
"downregulated","intensity.vis","GO:0015994","chlorophyll metabolic process",81,2,0.19,0.01516,"AT5G38520;AT5G54190"
"downregulated","intensity.vis","GO:0009627","systemic acquired resistance",82,2,0.19,0.01552,"AT2G18660;AT5G55450"
"downregulated","intensity.vis","GO:0033554","cellular response to stress",1143,7,2.65,0.01563,"AT1G15010;AT1G68740;AT3G28910;AT4G09010;AT5G24850;AT5G38480;AT5G57560"
"downregulated","intensity.vis","GO:0009409","response to cold",418,4,0.97,0.01584,"AT3G16460;AT4G37610;AT5G38480;AT5G57560"
"downregulated","intensity.vis","GO:0042546","cell wall biogenesis",232,3,0.54,0.01657,"AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0005975","carbohydrate metabolic process",899,6,2.08,0.01713,"AT2G44450;AT3G60130;AT3G61490;AT4G01750;AT5G57560;AT5G60950"
"downregulated","intensity.vis","GO:0070592","cell wall polysaccharide biosynthetic pr...",87,2,0.2,0.01735,"AT4G01750;AT5G60950"
"downregulated","intensity.vis","GO:0006778","porphyrin-containing compound metabolic ...",96,2,0.22,0.02088,"AT5G38520;AT5G54190"
"downregulated","intensity.vis","GO:0033013","tetrapyrrole metabolic process",97,2,0.22,0.02128,"AT5G38520;AT5G54190"
